"Country or Area","Year","Value","Value Footnotes"
"Sierra Leone","2003","652.726",""
"Sierra Leone","2002","608.722",""
"Sierra Leone","2001","568.385",""
"Sierra Leone","2000","425.372",""
"Sierra Leone","1999","352.032",""
"Sierra Leone","1998","366.7",""
"Sierra Leone","1997","392.369",""
"Sierra Leone","1996","385.035",""
"Sierra Leone","1995","352.032",""
"Sierra Leone","1994","348.365",""
"Sierra Leone","1993","289.693",""
"Sierra Leone","1992","293.36",""
"Sierra Leone","1991","469.376",""
"Sierra Leone","1990","388.702",""
"Singapore","2011","22394.369",""
"Singapore","2010","13479.892",""
"Singapore","2009","23831.833",""
"Singapore","2008","23846.501",""
"Singapore","2007","18195.654",""
"Singapore","2006","30799.133",""
"Singapore","2005","30359.093",""
"Singapore","2004","28474.255",""
"Singapore","2003","31132.83",""
"Singapore","2002","47230.96",""
"Singapore","2001","49541.17",""
"Singapore","2000","49005.788",""
"Singapore","1999","50069.218",""
"Singapore","1998","57293.208",""
"Singapore","1997","69240.294",""
"Singapore","1996","55305.694",""
"Singapore","1995","47109.949",""
"Singapore","1994","65367.942",""
"Singapore","1993","54627.299",""
"Singapore","1992","50267.236",""
"Singapore","1991","47425.311",""
"Singapore","1990","46941.267",""
"Slovakia","2011","34374.458",""
"Slovakia","2010","36240.961",""
"Slovakia","2009","34037.094",""
"Slovakia","2008","37711.428",""
"Slovakia","2007","36780.01",""
"Slovakia","2006","39104.888",""
"Slovakia","2005","39357.911",""
"Slovakia","2004","38749.189",""
"Slovakia","2003","39493.59",""
"Slovakia","2002","39251.568",""
"Slovakia","2001","39357.911",""
"Slovakia","2000","35885.262",""
"Slovakia","1999","39240.567",""
"Slovakia","1998","40480.013",""
"Slovakia","1997","41048.398",""
"Slovakia","1996","41312.422",""
"Slovakia","1995","42115.495",""
"Slovakia","1994","40421.341",""
"Slovakia","1993","42881.898",""
"Slovakia","1992","44183.683",""
"Slovenia","2011","15405.067",""
"Slovenia","2010","15427.069",""
"Slovenia","2009","15394.066",""
"Slovenia","2008","17245.901",""
"Slovenia","2007","16244.81",""
"Slovenia","2006","16244.81",""
"Slovenia","2005","15867.109",""
"Slovenia","2004","15746.098",""
"Slovenia","2003","15511.41",""
"Slovenia","2002","15419.735",""
"Slovenia","2001","15163.045",""
"Slovenia","2000","14396.642",""
"Slovenia","1999","15276.722",""
"Slovenia","1998","15192.381",""
"Slovenia","1997","15859.775",""
"Slovenia","1996","14954.026",""
"Slovenia","1995","14403.976",""
"Slovenia","1994","13340.546",""
"Slovenia","1993","13164.53",""
"Slovenia","1992","12478.801",""
"Solomon Islands","2011","198.018",""
"Solomon Islands","2010","198.018",""
"Solomon Islands","2009","194.351",""
"Solomon Islands","2008","190.684",""
"Solomon Islands","2007","190.684",""
"Solomon Islands","2006","179.683",""
"Solomon Islands","2005","179.683",""
"Solomon Islands","2004","179.683",""
"Solomon Islands","2003","179.683",""
"Solomon Islands","2002","172.349",""
"Solomon Islands","2001","172.349",""
"Solomon Islands","2000","165.015",""
"Solomon Islands","1999","165.015",""
"Solomon Islands","1998","161.348",""
"Solomon Islands","1997","161.348",""
"Solomon Islands","1996","161.348",""
"Solomon Islands","1995","161.348",""
"Solomon Islands","1994","154.014",""
"Solomon Islands","1993","157.681",""
"Solomon Islands","1992","161.348",""
"Solomon Islands","1991","161.348",""
"Solomon Islands","1990","161.348",""
"Somalia","2011","575.719",""
"Somalia","2010","612.389",""
"Somalia","2009","597.721",""
"Somalia","2008","601.388",""
"Somalia","2007","608.722",""
"Somalia","2006","594.054",""
"Somalia","2005","594.054",""
"Somalia","2004","594.054",""
"Somalia","2003","594.054",""
"Somalia","2002","586.72",""
"Somalia","2001","502.379",""
"Somalia","2000","517.047",""
"Somalia","1995","11.001",""
"Somalia","1994","11.001",""
"Somalia","1993","11.001",""
"Somalia","1992","11.001",""
"Somalia","1991","3.667",""
"Somalia","1990","18.335",""
"South Africa","2011","477241.715",""
"South Africa","2010","454950.022",""
"South Africa","2009","477806.433",""
"South Africa","2008","469089.974",""
"South Africa","2007","440989.753",""
"South Africa","2006","422445.734",""
"South Africa","2005","391818.95",""
"South Africa","2004","424774.279",""
"South Africa","2003","380810.616",""
"South Africa","2002","347686.605",""
"South Africa","2001","362743.307",""
"South Africa","2000","368610.507",""
"South Africa","1999","371034.394",""
"South Africa","1998","372218.835",""
"South Africa","1997","371327.754",""
"South Africa","1996","358639.934",""
"South Africa","1995","353458.463",""
"South Africa","1994","337576.686",""
"South Africa","1993","321104.522",""
"South Africa","1992","307822.648",""
"South Africa","1991","332618.902",""
"South Africa","1990","319795.403",""
"Spain","2011","270675.938",""
"Spain","2010","270881.29",""
"Spain","2009","288237.201",""
"Spain","2008","329281.932",""
"Spain","2007","358236.564",""
"Spain","2006","350037.152",""
"Spain","2005","353462.13",""
"Spain","2004","339428.521",""
"Spain","2003","321097.188",""
"Spain","2002","314518.59",""
"Spain","2001","297830.073",""
"Spain","2000","294434.431",""
"Spain","1999","282355.333",""
"Spain","1998","261541.441",""
"Spain","1997","252073.247",""
"Spain","1996","233305.541",""
"Spain","1995","241611.296",""
"Spain","1994","233404.55",""
"Spain","1993","219253.597",""
"Spain","1992","233921.597",""
"Spain","1991","225634.177",""
"Spain","1990","218597.204",""
"Sri Lanka","2011","15232.718",""
"Sri Lanka","2010","13388.217",""
"Sri Lanka","2009","13175.531",""
"Sri Lanka","2008","12207.443",""
"Sri Lanka","2007","12354.123",""
"Sri Lanka","2006","11976.422",""
"Sri Lanka","2005","12101.1",""
"Sri Lanka","2004","12299.118",""
"Sri Lanka","2003","11078.007",""
"Sri Lanka","2002","11056.005",""
"Sri Lanka","2001","10443.616",""
"Sri Lanka","2000","10238.264",""
"Sri Lanka","1999","8617.45",""
"Sri Lanka","1998","7825.378",""
"Sri Lanka","1997","7616.359",""
"Sri Lanka","1996","7062.642",""
"Sri Lanka","1995","5903.87",""
"Sri Lanka","1994","5526.169",""
"Sri Lanka","1993","5042.125",""
"Sri Lanka","1992","5185.138",""
"Sri Lanka","1991","4176.713",""
"Sri Lanka","1990","3868.685",""
"State of Palestine","2011","2247.871",""
"State of Palestine","2010","2035.185",""
"State of Palestine","2009","2090.19",""
"State of Palestine","2008","2053.52",""
"State of Palestine","2007","2324.878",""
"State of Palestine","2006","2266.206",""
"State of Palestine","2005","2742.916",""
"State of Palestine","2004","1866.503",""
"State of Palestine","2003","1279.783",""
"State of Palestine","2002","1155.105",""
"State of Palestine","2001","1349.456",""
"State of Palestine","2000","792.072",""
"State of Palestine","1999","649.059",""
"State of Palestine","1998","601.388",""
"State of Palestine","1997","396.036",""
"Sudan (former)","2011","16578.507",""
"Sudan (former)","2010","15779.101",""
"Sudan (former)","2009","15427.069",""
"Sudan (former)","2008","13930.933",""
"Sudan (former)","2007","13113.192",""
"Sudan (former)","2006","11503.379",""
"Sudan (former)","2005","10707.64",""
"Sudan (former)","2004","11382.368",""
"Sudan (former)","2003","9072.158",""
"Sudan (former)","2002","8118.738",""
"Sudan (former)","2001","6369.579",""
"Sudan (former)","2000","5533.503",""
"Sudan (former)","1999","5093.463",""
"Sudan (former)","1998","4697.427",""
"Sudan (former)","1997","5419.826",""
"Sudan (former)","1996","4268.388",""
"Sudan (former)","1995","4602.085",""
"Sudan (former)","1994","4444.404",""
"Sudan (former)","1993","2907.931",""
"Sudan (former)","1992","4756.099",""
"Sudan (former)","1991","5386.823",""
"Sudan (former)","1990","5559.172",""
"Suriname","2011","1910.507",""
"Suriname","2010","2394.551",""
"Suriname","2009","2475.225",""
"Suriname","2008","2453.223",""
"Suriname","2007","2453.223",""
"Suriname","2006","2449.556",""
"Suriname","2005","2387.217",""
"Suriname","2004","2299.209",""
"Suriname","2003","2247.871",""
"Suriname","2002","2258.872",""
"Suriname","2001","2273.54",""
"Suriname","2000","2126.86",""
"Suriname","1999","2152.529",""
"Suriname","1998","2163.53",""
"Suriname","1997","2141.528",""
"Suriname","1996","2130.527",""
"Suriname","1995","2181.865",""
"Suriname","1994","2163.53",""
"Suriname","1993","2156.196",""
"Suriname","1992","2112.192",""
"Suriname","1991","2101.191",""
"Suriname","1990","1811.498",""
"Swaziland","2011","1048.762",""
"Swaziland","2010","1037.761",""
"Swaziland","2009","1045.095",""
"Swaziland","2008","1096.433",""
"Swaziland","2007","1063.43",""
"Swaziland","2006","1015.759",""
"Swaziland","2005","1019.426",""
"Swaziland","2004","1030.427",""
"Swaziland","2003","1041.428",""
"Swaziland","2002","1125.769",""
"Swaziland","2001","1144.104",""
"Swaziland","2000","1188.108",""
"Swaziland","1999","1239.446",""
"Swaziland","1998","1213.777",""
"Swaziland","1997","1202.776",""
"Swaziland","1996","341.031",""
"Swaziland","1995","454.708",""
"Swaziland","1994","484.044",""
"Swaziland","1993","132.012",""
"Swaziland","1992","264.024",""
"Swaziland","1991","326.363",""
"Swaziland","1990","425.372",""
"Sweden","2011","52144.74",""
"Sweden","2010","52573.779",""
"Sweden","2009","43743.643",""
"Sweden","2008","49104.797",""
"Sweden","2007","48059.702",""
"Sweden","2006","49570.506",""
"Sweden","2005","51561.687",""
"Sweden","2004","54520.956",""
"Sweden","2003","54781.313",""
"Sweden","2002","57425.22",""
"Sweden","2001","51125.314",""
"Sweden","2000","49350.486",""
"Sweden","1999","51106.979",""
"Sweden","1998","52977.149",""
"Sweden","1997","52148.407",""
"Sweden","1996","55910.749",""
"Sweden","1995","55155.347",""
"Sweden","1994","54894.99",""
"Sweden","1993","51756.038",""
"Sweden","1992","51026.305",""
"Sweden","1991","51525.017",""
"Sweden","1990","51946.722",""
"Switzerland","2011","36596.66",""
"Switzerland","2010","38752.856",""
"Switzerland","2009","41602.115",""
"Switzerland","2008","40392.005",""
"Switzerland","2007","38019.456",""
"Switzerland","2006","41877.14",""
"Switzerland","2005","41374.761",""
"Switzerland","2004","40392.005",""
"Switzerland","2003","40204.988",""
"Switzerland","2002","40718.368",""
"Switzerland","2001","42962.572",""
"Switzerland","2000","39049.883",""
"Switzerland","1999","40700.033",""
"Switzerland","1998","41704.791",""
"Switzerland","1997","41466.436",""
"Switzerland","1996","39885.959",""
"Switzerland","1995","39225.899",""
"Switzerland","1994","41323.423",""
"Switzerland","1993","40751.371",""
"Switzerland","1992","42793.89",""
"Switzerland","1991","42705.882",""
"Switzerland","1990","42610.54",""
"Syrian Arab Republic","2011","57670.909",""
"Syrian Arab Republic","2010","61576.264",""
"Syrian Arab Republic","2009","61953.965",""
"Syrian Arab Republic","2008","67542.473",""
"Syrian Arab Republic","2007","66468.042",""
"Syrian Arab Republic","2006","53589.538",""
"Syrian Arab Republic","2005","50633.936",""
"Syrian Arab Republic","2004","51110.646",""
"Syrian Arab Republic","2003","54286.268",""
"Syrian Arab Republic","2002","39068.218",""
"Syrian Arab Republic","2001","48785.768",""
"Syrian Arab Republic","2000","51048.307",""
"Syrian Arab Republic","1999","52379.428",""
"Syrian Arab Republic","1998","50281.904",""
"Syrian Arab Republic","1997","40967.724",""
"Syrian Arab Republic","1996","44249.689",""
"Syrian Arab Republic","1995","43996.666",""
"Syrian Arab Republic","1994","48532.745",""
"Syrian Arab Republic","1993","47117.283",""
"Syrian Arab Republic","1992","44436.706",""
"Syrian Arab Republic","1991","43193.593",""
"Syrian Arab Republic","1990","37451.071",""
"Tajikistan","2011","2783.253",""
"Tajikistan","2010","2834.591",""
"Tajikistan","2009","2838.258",""
"Tajikistan","2008","2970.27",""
"Tajikistan","2007","3289.299",""
"Tajikistan","2006","2658.575",""
"Tajikistan","2005","2442.222",""
"Tajikistan","2004","2563.233",""
"Tajikistan","2003","2075.522",""
"Tajikistan","2002","1881.171",""
"Tajikistan","2001","2291.875",""
"Tajikistan","2000","2236.87",""
"Tajikistan","1999","2519.229",""
"Tajikistan","1998","2497.227",""
"Tajikistan","1997","2152.529",""
"Tajikistan","1996","2827.257",""
"Tajikistan","1995","2449.556",""
"Tajikistan","1994","2354.214",""
"Tajikistan","1993","5170.47",""
"Tajikistan","1992","7220.323",""
"Thailand","2011","303370.91",""
"Thailand","2010","298141.768",""
"Thailand","2009","279403.398",""
"Thailand","2008","264753.733",""
"Thailand","2007","265061.761",""
"Thailand","2006","264181.681",""
"Thailand","2005","256169.286",""
"Thailand","2004","252344.605",""
"Thailand","2003","232198.107",""
"Thailand","2002","215975.299",""
"Thailand","2001","202132.374",""
"Thailand","2000","188355.455",""
"Thailand","1999","182810.951",""
"Thailand","1998","171065.55",""
"Thailand","1997","193096.886",""
"Thailand","1996","186965.662",""
"Thailand","1995","167585.567",""
"Thailand","1994","145469.89",""
"Thailand","1993","130735.884",""
"Thailand","1992","115187.804",""
"Thailand","1991","105235.566",""
"Thailand","1990","95833.378",""
"The former Yugoslav Republic of Macedonia","2011","9336.182",""
"The former Yugoslav Republic of Macedonia","2010","8602.782",""
"The former Yugoslav Republic of Macedonia","2009","8698.124",""
"The former Yugoslav Republic of Macedonia","2008","9402.188",""
"The former Yugoslav Republic of Macedonia","2007","9493.863",""
"The former Yugoslav Republic of Macedonia","2006","10938.661",""
"The former Yugoslav Republic of Macedonia","2005","11279.692",""
"The former Yugoslav Republic of Macedonia","2004","11191.684",""
"The former Yugoslav Republic of Macedonia","2003","11309.028",""
"The former Yugoslav Republic of Macedonia","2002","10934.994",""
"The former Yugoslav Republic of Macedonia","2001","11998.424",""
"The former Yugoslav Republic of Macedonia","2000","12064.43",""
"The former Yugoslav Republic of Macedonia","1999","11723.399",""
"The former Yugoslav Republic of Macedonia","1998","12625.481",""
"The former Yugoslav Republic of Macedonia","1997","10634.3",""
"The former Yugoslav Republic of Macedonia","1996","11741.734",""
"The former Yugoslav Republic of Macedonia","1995","10839.652",""
"The former Yugoslav Republic of Macedonia","1994","10469.285",""
"The former Yugoslav Republic of Macedonia","1993","10340.94",""
"The former Yugoslav Republic of Macedonia","1992","10777.313",""
"Timor-Leste","2011","183.35",""
"Timor-Leste","2010","183.35",""
"Timor-Leste","2009","183.35",""
"Timor-Leste","2008","190.684",""
"Timor-Leste","2007","183.35",""
"Timor-Leste","2006","179.683",""
"Timor-Leste","2005","176.016",""
"Timor-Leste","2004","176.016",""
"Timor-Leste","2003","161.348",""
"Timor-Leste","2002","161.348",""
"Togo","2011","2097.524",""
"Togo","2010","1719.823",""
"Togo","2009","1683.153",""
"Togo","2008","1730.824",""
"Togo","2007","1411.795",""
"Togo","2006","1221.111",""
"Togo","2005","1338.455",""
"Togo","2004","1397.127",""
"Togo","2003","1463.133",""
"Togo","2002","1232.112",""
"Togo","2001","1162.439",""
"Togo","2000","1356.79",""
"Togo","1999","1536.473",""
"Togo","1998","1166.106",""
"Togo","1997","986.423",""
"Togo","1996","1059.763",""
"Togo","1995","953.42",""
"Togo","1994","832.409",""
"Togo","1993","865.412",""
"Togo","1992","836.076",""
"Togo","1991","843.41",""
"Togo","1990","773.737",""
"Tonga","2011","102.676",""
"Tonga","2010","117.344",""
"Tonga","2009","132.012",""
"Tonga","2008","121.011",""
"Tonga","2007","113.677",""
"Tonga","2006","128.345",""
"Tonga","2005","113.677",""
"Tonga","2004","110.01",""
"Tonga","2003","117.344",""
"Tonga","2002","102.676",""
"Tonga","2001","88.008",""
"Tonga","2000","95.342",""
"Tonga","1999","110.01",""
"Tonga","1998","88.008",""
"Tonga","1997","99.009",""
"Tonga","1996","77.007",""
"Tonga","1995","95.342",""
"Tonga","1994","91.675",""
"Tonga","1993","84.341",""
"Tonga","1992","69.673",""
"Tonga","1991","95.342",""
"Tonga","1990","77.007",""
"Trinidad and Tobago","2011","49574.173",""
"Trinidad and Tobago","2010","50916.295",""
"Trinidad and Tobago","2009","48331.06",""
"Trinidad and Tobago","2008","46636.906",""
"Trinidad and Tobago","2007","48202.715",""
"Trinidad and Tobago","2006","46431.554",""
"Trinidad and Tobago","2005","29512.016",""
"Trinidad and Tobago","2004","30813.801",""
"Trinidad and Tobago","2003","27902.203",""
"Trinidad and Tobago","2002","27223.808",""
"Trinidad and Tobago","2001","25144.619",""
"Trinidad and Tobago","2000","23894.172",""
"Trinidad and Tobago","1999","22816.074",""
"Trinidad and Tobago","1998","19317.756",""
"Trinidad and Tobago","1997","19229.748",""
"Trinidad and Tobago","1996","21781.98",""
"Trinidad and Tobago","1995","20967.906",""
"Trinidad and Tobago","1994","19853.138",""
"Trinidad and Tobago","1993","16820.529",""
"Trinidad and Tobago","1992","20986.241",""
"Trinidad and Tobago","1991","21048.58",""
"Trinidad and Tobago","1990","16959.875",""
"Tunisia","2011","25643.331",""
"Tunisia","2010","26743.431",""
"Tunisia","2009","24785.253",""
"Tunisia","2008","24825.59",""
"Tunisia","2007","24110.525",""
"Tunisia","2006","22992.09",""
"Tunisia","2005","22662.06",""
"Tunisia","2004","22299.027",""
"Tunisia","2003","21246.598",""
"Tunisia","2002","20861.563",""
"Tunisia","2001","20817.559",""
"Tunisia","2000","19922.811",""
"Tunisia","1999","18331.333",""
"Tunisia","1998","18001.303",""
"Tunisia","1997","16945.207",""
"Tunisia","1996","16758.19",""
"Tunisia","1995","15735.097",""
"Tunisia","1994","15940.449",""
"Tunisia","1993","16501.5",""
"Tunisia","1992","15023.699",""
"Tunisia","1991","15489.408",""
"Tunisia","1990","13267.206",""
"Turkey","2011","320840.498",""
"Turkey","2010","298002.422",""
"Turkey","2009","277844.923",""
"Turkey","2008","285274.265",""
"Turkey","2007","284658.209",""
"Turkey","2006","261614.781",""
"Turkey","2005","237390.579",""
"Turkey","2004","225421.491",""
"Turkey","2003","218523.864",""
"Turkey","2002","205685.697",""
"Turkey","2001","194552.685",""
"Turkey","2000","216151.315",""
"Turkey","1999","196771.22",""
"Turkey","1998","200614.236",""
"Turkey","1997","198535.047",""
"Turkey","1996","188205.108",""
"Turkey","1995","171974.966",""
"Turkey","1994","156848.591",""
"Turkey","1993","159136.799",""
"Turkey","1992","153108.251",""
"Turkey","1991","148619.843",""
"Turkey","1990","145858.592",""
"Turkmenistan","2011","62217.989",""
"Turkmenistan","2010","57267.539",""
"Turkmenistan","2009","50340.576",""
"Turkmenistan","2008","56834.833",""
"Turkmenistan","2007","56042.761",""
"Turkmenistan","2006","46684.577",""
"Turkmenistan","2005","45507.47",""
"Turkmenistan","2004","43241.264",""
"Turkmenistan","2003","42086.159",""
"Turkmenistan","2002","40149.983",""
"Turkmenistan","2001","39229.566",""
"Turkmenistan","2000","35364.548",""
"Turkmenistan","1999","34759.493",""
"Turkmenistan","1998","26490.408",""
"Turkmenistan","1997","30157.408",""
"Turkmenistan","1996","31363.851",""
"Turkmenistan","1995","34620.147",""
"Turkmenistan","1994","34198.442",""
"Turkmenistan","1993","28444.919",""
"Turkmenistan","1992","28976.634",""
"Turks and Caicos Islands","2011","190.684",""
"Turks and Caicos Islands","2010","190.684",""
"Turks and Caicos Islands","2009","179.683",""
"Turks and Caicos Islands","2008","179.683",""
"Turks and Caicos Islands","2007","165.015",""
"Turks and Caicos Islands","2006","143.013",""
"Turks and Caicos Islands","2005","121.011",""
"Turks and Caicos Islands","2004","102.676",""
"Turks and Caicos Islands","2003","102.676",""
"Turks and Caicos Islands","2002","99.009",""
"Turks and Caicos Islands","2001","14.668",""
"Turks and Caicos Islands","2000","14.668",""
"Turks and Caicos Islands","1999","14.668",""
"Turks and Caicos Islands","1998","14.668",""
"Turks and Caicos Islands","1997","11.001",""
"Turks and Caicos Islands","1996","11.001",""
"Turks and Caicos Islands","1995","11.001",""
"Uganda","2011","3799.012",""
"Uganda","2010","3589.993",""
"Uganda","2009","3377.307",""
"Uganda","2008","3160.954",""
"Uganda","2007","3127.951",""
"Uganda","2006","2654.908",""
"Uganda","2005","2284.541",""
"Uganda","2004","1851.835",""
"Uganda","2003","1708.822",""
"Uganda","2002","1668.485",""
"Uganda","2001","1620.814",""
"Uganda","2000","1532.806",""
"Uganda","1999","1408.128",""
"Uganda","1998","1349.456",""
"Uganda","1997","1147.771",""
"Uganda","1996","1114.768",""
"Uganda","1995","993.757",""
"Uganda","1994","762.736",""
"Uganda","1993","832.409",""
"Uganda","1992","839.743",""
"Uganda","1991","828.742",""
"Uganda","1990","803.073",""
"Ukraine","2011","286227.685",""
"Ukraine","2010","304496.679",""
"Ukraine","2009","260063.64",""
"Ukraine","2008","311042.274",""
"Ukraine","2007","321412.55",""
"Ukraine","2006","326484.011",""
"Ukraine","2005","333869.349",""
"Ukraine","2004","343124.857",""
"Ukraine","2003","352259.354",""
"Ukraine","2002","318687.969",""
"Ukraine","2001","321650.905",""
"Ukraine","2000","320774.492",""
"Ukraine","1999","332549.229",""
"Ukraine","1998","328636.54",""
"Ukraine","1997","341196.015",""
"Ukraine","1996","412335.815",""
"Ukraine","1995","445943.87",""
"Ukraine","1994","447010.967",""
"Ukraine","1993","546111.642",""
"Ukraine","1992","641680.996",""
"United Arab Emirates","2011","178483.891",""
"United Arab Emirates","2010","167596.568",""
"United Arab Emirates","2009","162602.114",""
"United Arab Emirates","2008","158935.114",""
"United Arab Emirates","2007","139404.672",""
"United Arab Emirates","2006","123874.927",""
"United Arab Emirates","2005","116148.558",""
"United Arab Emirates","2004","113240.627",""
"United Arab Emirates","2003","106841.712",""
"United Arab Emirates","2002","84704.033",""
"United Arab Emirates","2001","101414.552",""
"United Arab Emirates","2000","112562.232",""
"United Arab Emirates","1999","78374.791",""
"United Arab Emirates","1998","81495.408",""
"United Arab Emirates","1997","41646.119",""
"United Arab Emirates","1996","41059.399",""
"United Arab Emirates","1995","70641.088",""
"United Arab Emirates","1994","73130.981",""
"United Arab Emirates","1993","65980.331",""
"United Arab Emirates","1992","58136.618",""
"United Arab Emirates","1991","57010.849",""
"United Arab Emirates","1990","52009.061",""
"United Kingdom","2011","448235.745",""
"United Kingdom","2010","492192.074",""
"United Kingdom","2009","473237.351",""
"United Kingdom","2008","521513.406",""
"United Kingdom","2007","528323.025",""
"United Kingdom","2006","541373.878",""
"United Kingdom","2005","542492.313",""
"United Kingdom","2004","539137.008",""
"United Kingdom","2003","538517.285",""
"United Kingdom","2002","527087.246",""
"United Kingdom","2001","545865.953",""
"United Kingdom","2000","541799.25",""
"United Kingdom","1999","530871.59",""
"United Kingdom","1998","531861.68",""
"United Kingdom","1997","527021.24",""
"United Kingdom","1996","551124.431",""
"United Kingdom","1995","537970.902",""
"United Kingdom","1994","546606.687",""
"United Kingdom","1993","545561.592",""
"United Kingdom","1992","556192.225",""
"United Kingdom","1991","566804.523",""
"United Kingdom","1990","555902.532",""
"United Republic of Tanzania","2011","7300.997",""
"United Republic of Tanzania","2010","6849.956",""
"United Republic of Tanzania","2009","6189.896",""
"United Republic of Tanzania","2008","6340.243",""
"United Republic of Tanzania","2007","5980.877",""
"United Republic of Tanzania","2006","6028.548",""
"United Republic of Tanzania","2005","5504.167",""
"United Republic of Tanzania","2004","4363.73",""
"United Republic of Tanzania","2003","3806.346",""
"United Republic of Tanzania","2002","3589.993",""
"United Republic of Tanzania","2001","3127.951",""
"United Republic of Tanzania","2000","2651.241",""
"United Republic of Tanzania","1999","2537.564",""
"United Republic of Tanzania","1998","2555.899",""
"United Republic of Tanzania","1997","2882.262",""
"United Republic of Tanzania","1996","3461.648",""
"United Republic of Tanzania","1995","3553.323",""
"United Republic of Tanzania","1994","2445.889",""
"United Republic of Tanzania","1993","2636.573",""
"United Republic of Tanzania","1992","2361.548",""
"United Republic of Tanzania","1991","2434.888",""
"United Republic of Tanzania","1990","2372.549",""
"United States","2011","5305569.614",""
"United States","2010","5408869.004",""
"United States","2009","5274132.423",""
"United States","2008","5622464.42",""
"United States","2007","5794923.43",""
"United States","2006","5703871.82",""
"United States","2005","5795161.785",""
"United States","2004","5763456.903",""
"United States","2003","5679222.246",""
"United States","2002","5648727.474",""
"United States","2001","5601404.839",""
"United States","2000","5701829.301",""
"United States","1999","5510430.236",""
"United States","1998","5410918.857",""
"United States","1997","5375235.28",""
"United States","1996","5260696.535",""
"United States","1995","5138009.716",""
"United States","1994","5098475.789",""
"United States","1993","5032931.831",""
"United States","1992","4911103.09",""
"United States","1991","4822383.692",""
"United States","1990","4823557.132",""
"Uruguay","2011","7774.04",""
"Uruguay","2010","6453.92",""
"Uruguay","2009","8074.734",""
"Uruguay","2008","8280.086",""
"Uruguay","2007","5999.212",""
"Uruguay","2006","6648.271",""
"Uruguay","2005","5775.525",""
"Uruguay","2004","5610.51",""
"Uruguay","2003","4598.418",""
"Uruguay","2002","4620.42",""
"Uruguay","2001","5089.796",""
"Uruguay","2000","5306.149",""
"Uruguay","1999","6725.278",""
"Uruguay","1998","5687.517",""
"Uruguay","1997","5555.505",""
"Uruguay","1996","5441.828",""
"Uruguay","1995","4591.084",""
"Uruguay","1994","4066.703",""
"Uruguay","1993","4466.406",""
"Uruguay","1992","5170.47",""
"Uruguay","1991","4554.414",""
"Uruguay","1990","3993.363",""
"Uzbekistan","2011","114861.441",""
"Uzbekistan","2010","105488.589",""
"Uzbekistan","2009","108627.541",""
"Uzbekistan","2008","121073.339",""
"Uzbekistan","2007","117989.392",""
"Uzbekistan","2006","117520.016",""
"Uzbekistan","2005","112877.594",""
"Uzbekistan","2004","120325.271",""
"Uzbekistan","2003","123577.9",""
"Uzbekistan","2002","128077.309",""
"Uzbekistan","2001","123200.199",""
"Uzbekistan","2000","121058.671",""
"Uzbekistan","1999","118319.422",""
"Uzbekistan","1998","118477.103",""
"Uzbekistan","1997","102646.664",""
"Uzbekistan","1996","104241.809",""
"Uzbekistan","1995","101850.925",""
"Uzbekistan","1994","112397.217",""
"Uzbekistan","1993","119965.905",""
"Uzbekistan","1992","115712.185",""
"Vanuatu","2011","143.013",""
"Vanuatu","2010","117.344",""
"Vanuatu","2009","117.344",""
"Vanuatu","2008","91.675",""
"Vanuatu","2007","95.342",""
"Vanuatu","2006","47.671",""
"Vanuatu","2005","55.005",""
"Vanuatu","2004","55.005",""
"Vanuatu","2003","80.674",""
"Vanuatu","2002","84.341",""
"Vanuatu","2001","88.008",""
"Vanuatu","2000","80.674",""
"Vanuatu","1999","84.341",""
"Vanuatu","1998","84.341",""
"Vanuatu","1997","88.008",""
"Vanuatu","1996","84.341",""
"Vanuatu","1995","66.006",""
"Vanuatu","1994","66.006",""
"Vanuatu","1993","66.006",""
"Vanuatu","1992","66.006",""
"Vanuatu","1991","66.006",""
"Vanuatu","1990","69.673",""
"Venezuela","2011","188817.497",""
"Venezuela","2010","197511.954",""
"Venezuela","2009","186353.273",""
"Venezuela","2008","185707.881",""
"Venezuela","2007","162385.761",""
"Venezuela","2006","169514.409",""
"Venezuela","2005","165095.674",""
"Venezuela","2004","151733.126",""
"Venezuela","2003","192103.129",""
"Venezuela","2002","193316.906",""
"Venezuela","2001","172587.355",""
"Venezuela","2000","152422.522",""
"Venezuela","1999","173122.737",""
"Venezuela","1998","167336.211",""
"Venezuela","1997","133988.513",""
"Venezuela","1996","122804.163",""
"Venezuela","1995","133350.455",""
"Venezuela","1994","129965.814",""
"Venezuela","1993","124391.974",""
"Venezuela","1992","105972.633",""
"Venezuela","1991","115440.827",""
"Venezuela","1990","122162.438",""
"Viet Nam","2011","173210.745",""
"Viet Nam","2010","153148.588",""
"Viet Nam","2009","140768.796",""
"Viet Nam","2008","127464.92",""
"Viet Nam","2007","113930.023",""
"Viet Nam","2006","102745.673",""
"Viet Nam","2005","98143.588",""
"Viet Nam","2004","90549.231",""
"Viet Nam","2003","78767.16",""
"Viet Nam","2002","70806.103",""
"Viet Nam","2001","61139.891",""
"Viet Nam","2000","53644.543",""
"Viet Nam","1999","47693.002",""
"Viet Nam","1998","47513.319",""
"Viet Nam","1997","45100.433",""
"Viet Nam","1996","34667.818",""
"Viet Nam","1995","29090.311",""
"Viet Nam","1994","26230.051",""
"Viet Nam","1993","23006.758",""
"Viet Nam","1992","21477.619",""
"Viet Nam","1991","21451.95",""
