"Country or Area","Year","Value","Value Footnotes"
"Jamaica","2005","10645.301",""
"Jamaica","2004","10714.974",""
"Jamaica","2003","10722.308",""
"Jamaica","2002","10300.603",""
"Jamaica","2001","10626.966",""
"Jamaica","2000","10318.938",""
"Jamaica","1999","9772.555",""
"Jamaica","1998","9728.551",""
"Jamaica","1997","10630.633",""
"Jamaica","1996","10197.927",""
"Jamaica","1995","9702.882",""
"Jamaica","1994","8632.118",""
"Jamaica","1993","8415.765",""
"Jamaica","1992","8096.736",""
"Jamaica","1991","8173.743",""
"Jamaica","1990","7964.724",""
"Japan","2011","1187656.959",""
"Japan","2010","1168918.589",""
"Japan","2009","1101027.751",""
"Japan","2008","1206732.693",""
"Japan","2007","1250758.695",""
"Japan","2006","1230898.223",""
"Japan","2005","1237623.501",""
"Japan","2004","1259328.474",""
"Japan","2003","1237344.809",""
"Japan","2002","1216725.268",""
"Japan","2001","1202181.946",""
"Japan","2000","1219453.516",""
"Japan","1999","1197873.221",""
"Japan","1998","1158779.334",""
"Japan","1997","1201378.873",""
"Japan","1996","1205408.906",""
"Japan","1995","1183755.271",""
"Japan","1994","1173883.707",""
"Japan","1993","1108248.074",""
"Japan","1992","1123000.415",""
"Japan","1991","1099883.647",""
"Japan","1990","1094287.805",""
"Jordan","2011","22258.69",""
"Jordan","2010","21180.592",""
"Jordan","2009","21891.99",""
"Jordan","2008","21349.274",""
"Jordan","2007","22035.003",""
"Jordan","2006","21121.92",""
"Jordan","2005","21059.581",""
"Jordan","2004","19240.749",""
"Jordan","2003","17469.588",""
"Jordan","2002","16886.535",""
"Jordan","2001","16002.788",""
"Jordan","2000","15507.743",""
"Jordan","1999","14568.991",""
"Jordan","1998","14543.322",""
"Jordan","1997","14418.644",""
"Jordan","1996","14187.623",""
"Jordan","1995","13556.899",""
"Jordan","1994","13633.906",""
"Jordan","1993","12101.1",""
"Jordan","1992","12266.115",""
"Jordan","1991","9798.224",""
"Jordan","1990","10403.279",""
"Kazakhstan","2011","261761.461",""
"Kazakhstan","2010","247214.472",""
"Kazakhstan","2009","214189.47",""
"Kazakhstan","2008","229774.22",""
"Kazakhstan","2007","220203.35",""
"Kazakhstan","2006","192532.168",""
"Kazakhstan","2005","176947.418",""
"Kazakhstan","2004","172158.316",""
"Kazakhstan","2003","153815.982",""
"Kazakhstan","2002","151945.812",""
"Kazakhstan","2001","147908.445",""
"Kazakhstan","2000","127769.281",""
"Kazakhstan","1999","116493.256",""
"Kazakhstan","1998","125063.035",""
"Kazakhstan","1997","129580.779",""
"Kazakhstan","1996","140691.789",""
"Kazakhstan","1995","166731.156",""
"Kazakhstan","1994","199488.467",""
"Kazakhstan","1993","221105.432",""
"Kazakhstan","1992","261306.753",""
"Kenya","2011","13567.9",""
"Kenya","2010","12420.129",""
"Kenya","2009","12350.456",""
"Kenya","2008","10241.931",""
"Kenya","2007","9831.227",""
"Kenya","2006","9574.537",""
"Kenya","2005","8562.445",""
"Kenya","2004","7623.693",""
"Kenya","2003","6754.614",""
"Kenya","2002","7968.391",""
"Kenya","2001","9369.185",""
"Kenya","2000","10417.947",""
"Kenya","1999","10172.258",""
"Kenya","1998","10036.579",""
"Kenya","1997","8265.418",""
"Kenya","1996","9328.848",""
"Kenya","1995","7554.02",""
"Kenya","1994","6556.596",""
"Kenya","1993","6347.577",""
"Kenya","1992","5540.837",""
"Kenya","1991","4840.44",""
"Kenya","1990","5823.196",""
"Kiribati","2011","62.339",""
"Kiribati","2010","62.339",""
"Kiribati","2009","40.337",""
"Kiribati","2008","55.005",""
"Kiribati","2007","51.338",""
"Kiribati","2006","69.673",""
"Kiribati","2005","62.339",""
"Kiribati","2004","44.004",""
"Kiribati","2003","40.337",""
"Kiribati","2002","40.337",""
"Kiribati","2001","25.669",""
"Kiribati","2000","33.003",""
"Kiribati","1999","29.336",""
"Kiribati","1998","33.003",""
"Kiribati","1997","29.336",""
"Kiribati","1996","36.67",""
"Kiribati","1995","22.002",""
"Kiribati","1994","22.002",""
"Kiribati","1993","22.002",""
"Kiribati","1992","22.002",""
"Kiribati","1991","22.002",""
"Kiribati","1990","22.002",""
"Korea, Democratic People's Republic of","2011","73578.355",""
"Korea, Democratic People's Republic of","2010","72492.923",""
"Korea, Democratic People's Republic of","2009","75228.505",""
"Korea, Democratic People's Republic of","2008","78081.431",""
"Korea, Democratic People's Republic of","2007","70369.73",""
"Korea, Democratic People's Republic of","2006","84557.353",""
"Korea, Democratic People's Republic of","2005","83013.546",""
"Korea, Democratic People's Republic of","2004","79482.225",""
"Korea, Democratic People's Republic of","2003","77777.07",""
"Korea, Democratic People's Republic of","2002","76108.585",""
"Korea, Democratic People's Republic of","2001","79474.891",""
"Korea, Democratic People's Republic of","2000","76698.972",""
"Korea, Democratic People's Republic of","1999","71095.796",""
"Korea, Democratic People's Republic of","1998","64927.902",""
"Korea, Democratic People's Republic of","1997","234688",""
"Korea, Democratic People's Republic of","1996","256682.666",""
"Korea, Democratic People's Republic of","1995","259348.575",""
"Korea, Democratic People's Republic of","1994","259641.935",""
"Korea, Democratic People's Republic of","1993","262139.162",""
"Korea, Democratic People's Republic of","1992","255413.884",""
"Korea, Democratic People's Republic of","1991","251145.496",""
"Korea, Democratic People's Republic of","1990","244834.589",""
"Korea, Republic of","2011","589426.246",""
"Korea, Republic of","2010","566716.515",""
"Korea, Republic of","2009","508862.256",""
"Korea, Republic of","2008","507589.807",""
"Korea, Republic of","2007","495675.724",""
"Korea, Republic of","2006","470655.783",""
"Korea, Republic of","2005","462922.08",""
"Korea, Republic of","2004","482276.506",""
"Korea, Republic of","2003","466215.046",""
"Korea, Republic of","2002","465631.993",""
"Korea, Republic of","2001","450193.923",""
"Korea, Republic of","2000","447561.017",""
"Korea, Republic of","1999","399864.348",""
"Korea, Republic of","1998","364833.497",""
"Korea, Republic of","1997","430032.757",""
"Korea, Republic of","1996","403780.704",""
"Korea, Republic of","1995","374771.067",""
"Korea, Republic of","1994","344037.94",""
"Korea, Republic of","1993","321951.599",""
"Korea, Republic of","1992","284280.508",""
"Korea, Republic of","1991","261482.769",""
"Korea, Republic of","1990","246943.114",""
"Kuwait","2011","91029.608",""
"Kuwait","2010","90846.258",""
"Kuwait","2009","85635.451",""
"Kuwait","2008","82731.187",""
"Kuwait","2007","75235.839",""
"Kuwait","2006","73769.039",""
"Kuwait","2005","71546.837",""
"Kuwait","2004","63534.442",""
"Kuwait","2003","59922.447",""
"Kuwait","2002","58228.293",""
"Kuwait","2001","57641.573",""
"Kuwait","2000","53560.202",""
"Kuwait","1999","54022.244",""
"Kuwait","1998","51745.037",""
"Kuwait","1997","54920.659",""
"Kuwait","1996","50153.559",""
"Kuwait","1995","54821.65",""
"Kuwait","1994","38906.87",""
"Kuwait","1993","33274.358",""
"Kuwait","1992","21085.25",""
"Kuwait","1991","10190.593",""
"Kuwait","1990","48312.725",""
"Kyrgyzstan","2011","6615.268",""
"Kyrgyzstan","2010","6153.226",""
"Kyrgyzstan","2009","6354.911",""
"Kyrgyzstan","2008","5687.517",""
"Kyrgyzstan","2007","5903.87",""
"Kyrgyzstan","2006","5174.137",""
"Kyrgyzstan","2005","5247.477",""
"Kyrgyzstan","2004","5724.187",""
"Kyrgyzstan","2003","5328.151",""
"Kyrgyzstan","2002","4847.774",""
"Kyrgyzstan","2001","3780.677",""
"Kyrgyzstan","2000","4528.745",""
"Kyrgyzstan","1999","4561.748",""
"Kyrgyzstan","1998","5823.196",""
"Kyrgyzstan","1997","5482.165",""
"Kyrgyzstan","1996","5588.508",""
"Kyrgyzstan","1995","4437.07",""
"Kyrgyzstan","1994","6050.55",""
"Kyrgyzstan","1993","8305.755",""
"Kyrgyzstan","1992","10861.654",""
"Lao People's Democratic Republic","2011","1202.776",""
"Lao People's Democratic Republic","2010","1272.449",""
"Lao People's Democratic Republic","2009","986.423",""
"Lao People's Democratic Republic","2008","979.089",""
"Lao People's Democratic Republic","2007","938.752",""
"Lao People's Democratic Republic","2006","1580.477",""
"Lao People's Democratic Republic","2005","1433.797",""
"Lao People's Democratic Republic","2004","1422.796",""
"Lao People's Democratic Republic","2003","1129.436",""
"Lao People's Democratic Republic","2002","1177.107",""
"Lao People's Democratic Republic","2001","902.082",""
"Lao People's Democratic Republic","2000","971.755",""
"Lao People's Democratic Republic","1999","957.087",""
"Lao People's Democratic Republic","1998","718.732",""
"Lao People's Democratic Republic","1997","638.058",""
"Lao People's Democratic Republic","1996","506.046",""
"Lao People's Democratic Republic","1995","377.701",""
"Lao People's Democratic Republic","1994","300.694",""
"Lao People's Democratic Republic","1993","278.692",""
"Lao People's Democratic Republic","1992","278.692",""
"Lao People's Democratic Republic","1991","253.023",""
"Lao People's Democratic Republic","1990","234.688",""
"Latvia","2011","7799.709",""
"Latvia","2010","8313.089",""
"Latvia","2009","7374.337",""
"Latvia","2008","7902.385",""
"Latvia","2007","8316.756",""
"Latvia","2006","7583.356",""
"Latvia","2005","7176.319",""
"Latvia","2004","7132.315",""
"Latvia","2003","7088.311",""
"Latvia","2002","6651.938",""
"Latvia","2001","6853.623",""
"Latvia","2000","6241.234",""
"Latvia","1999","6827.954",""
"Latvia","1998","8071.067",""
"Latvia","1997","8364.427",""
"Latvia","1996","9493.863",""
"Latvia","1995","9640.543",""
"Latvia","1994","11316.362",""
"Latvia","1993","12108.434",""
"Latvia","1992","13538.564",""
"Lebanon","2011","20487.529",""
"Lebanon","2010","20091.493",""
"Lebanon","2009","20912.901",""
"Lebanon","2008","17267.903",""
"Lebanon","2007","13520.229",""
"Lebanon","2006","14495.651",""
"Lebanon","2005","16244.81",""
"Lebanon","2004","16835.197",""
"Lebanon","2003","18217.656",""
"Lebanon","2002","16035.791",""
"Lebanon","2001","16204.473",""
"Lebanon","2000","15284.056",""
"Lebanon","1999","16494.166",""
"Lebanon","1998","16655.514",""
"Lebanon","1997","15654.423",""
"Lebanon","1996","13806.255",""
"Lebanon","1995","13626.572",""
"Lebanon","1994","12742.825",""
"Lebanon","1993","11661.06",""
"Lebanon","1992","11360.366",""
"Lebanon","1991","9501.197",""
"Lebanon","1990","9101.494",""
"Lesotho","2011","2200.2",""
"Lesotho","2010","2258.872",""
"Lesotho","2009","2112.192",""
"Lesotho","2008","2082.856",""
"Lesotho","2007","1474.134",""
"Lesotho","2006","1444.798",""
"Lesotho","2005","1419.129",""
"Liberia","2011","891.081",""
"Liberia","2010","803.073",""
"Liberia","2009","528.048",""
"Liberia","2008","575.719",""
"Liberia","2007","678.395",""
"Liberia","2006","759.069",""
"Liberia","2005","740.734",""
"Liberia","2004","627.057",""
"Liberia","2003","531.715",""
"Liberia","2002","502.379",""
"Liberia","2001","502.379",""
"Liberia","2000","436.373",""
"Liberia","1999","407.037",""
"Liberia","1998","388.702",""
"Liberia","1997","355.699",""
"Liberia","1996","344.698",""
"Liberia","1995","333.697",""
"Liberia","1994","319.029",""
"Liberia","1993","322.696",""
"Liberia","1992","289.693",""
"Liberia","1991","286.026",""
"Liberia","1990","484.044",""
"Libyan Arab Jamahiriya","2011","39020.547",""
"Libyan Arab Jamahiriya","2010","66057.338",""
"Libyan Arab Jamahiriya","2009","62316.998",""
"Libyan Arab Jamahiriya","2008","55943.752",""
"Libyan Arab Jamahiriya","2007","53230.172",""
"Libyan Arab Jamahiriya","2006","54509.955",""
"Libyan Arab Jamahiriya","2005","52108.07",""
"Libyan Arab Jamahiriya","2004","50358.911",""
"Libyan Arab Jamahiriya","2003","49167.136",""
"Libyan Arab Jamahiriya","2002","47832.348",""
"Libyan Arab Jamahiriya","2001","48100.039",""
"Libyan Arab Jamahiriya","2000","47113.616",""
"Libyan Arab Jamahiriya","1999","44620.056",""
"Libyan Arab Jamahiriya","1998","45474.467",""
"Libyan Arab Jamahiriya","1997","44975.755",""
"Libyan Arab Jamahiriya","1996","44158.014",""
"Libyan Arab Jamahiriya","1995","46020.85",""
"Libyan Arab Jamahiriya","1994","44132.345",""
"Libyan Arab Jamahiriya","1993","38947.207",""
"Libyan Arab Jamahiriya","1992","37260.387",""
"Libyan Arab Jamahiriya","1991","42863.563",""
"Libyan Arab Jamahiriya","1990","36780.01",""
"Liechtenstein","2011","51.338",""
"Liechtenstein","2010","58.672",""
"Liechtenstein","2009","55.005",""
"Liechtenstein","2008","69.673",""
"Liechtenstein","2007","69.673",""
"Lithuania","2011","13740.249",""
"Lithuania","2010","13377.216",""
"Lithuania","2009","12416.462",""
"Lithuania","2008","14708.337",""
"Lithuania","2007","14748.674",""
"Lithuania","2006","14293.966",""
"Lithuania","2005","13993.272",""
"Lithuania","2004","13329.545",""
"Lithuania","2003","12915.174",""
"Lithuania","2002","13212.201",""
"Lithuania","2001","12918.841",""
"Lithuania","2000","12200.109",""
"Lithuania","1999","13692.578",""
"Lithuania","1998","16197.139",""
"Lithuania","1997","15339.061",""
"Lithuania","1996","15731.43",""
"Lithuania","1995","16204.473",""
"Lithuania","1994","17359.578",""
"Lithuania","1993","17495.257",""
"Lithuania","1992","22148.68",""
"Luxembourg","2011","10832.318",""
"Luxembourg","2010","10967.997",""
"Luxembourg","2009","10392.278",""
"Luxembourg","2008","10938.661",""
"Luxembourg","2007","11023.002",""
"Luxembourg","2006","11349.365",""
"Luxembourg","2005","11547.383",""
"Luxembourg","2004","11268.691",""
"Luxembourg","2003","9904.567",""
"Luxembourg","2002","9416.856",""
"Luxembourg","2001","8800.8",""
"Luxembourg","2000","8239.749",""
"Luxembourg","1999","7686.032",""
"Luxembourg","1998","7356.002",""
"Luxembourg","1997","7939.055",""
"Luxembourg","1996","8437.767",""
"Luxembourg","1995","8316.756",""
"Luxembourg","1994","10190.593",""
"Luxembourg","1993","10788.314",""
"Luxembourg","1992","10571.961",""
"Luxembourg","1991","10615.965",""
"Luxembourg","1990","10003.576",""
"Madagascar","2011","2449.556",""
"Madagascar","2010","2086.523",""
"Madagascar","2009","1895.839",""
"Madagascar","2008","1987.514",""
"Madagascar","2007","1815.165",""
"Madagascar","2006","1683.153",""
"Madagascar","2005","1741.825",""
"Madagascar","2004","1807.831",""
"Madagascar","2003","1701.488",""
"Madagascar","2002","1235.779",""
"Madagascar","2001","1741.825",""
"Madagascar","2000","1873.837",""
"Madagascar","1999","1925.175",""
"Madagascar","1998","1738.158",""
"Madagascar","1997","1701.488",""
"Madagascar","1996","1411.795",""
"Madagascar","1995","1312.786",""
"Madagascar","1994","1316.453",""
"Madagascar","1993","1070.764",""
"Madagascar","1992","1045.095",""
"Madagascar","1991","1074.431",""
"Madagascar","1990","986.423",""
"Malawi","2011","1206.443",""
"Malawi","2010","1213.777",""
"Malawi","2009","1056.096",""
"Malawi","2008","1147.771",""
"Malawi","2007","953.42",""
"Malawi","2006","953.42",""
"Malawi","2005","916.75",""
"Malawi","2004","975.422",""
"Malawi","2003","957.087",""
"Malawi","2002","883.747",""
"Malawi","2001","905.749",""
"Malawi","2000","905.749",""
"Malawi","1999","997.424",""
"Malawi","1998","828.742",""
"Malawi","1997","759.069",""
"Malawi","1996","711.398",""
"Malawi","1995","729.733",""
"Malawi","1994","718.732",""
"Malawi","1993","693.063",""
"Malawi","1992","656.393",""
"Malawi","1991","660.06",""
"Malawi","1990","612.389",""
"Malaysia","2011","225692.849",""
"Malaysia","2010","224589.082",""
"Malaysia","2009","203951.206",""
"Malaysia","2008","208237.929",""
"Malaysia","2007","188124.434",""
"Malaysia","2006","170647.512",""
"Malaysia","2005","177372.79",""
"Malaysia","2004","167332.544",""
"Malaysia","2003","160266.235",""
"Malaysia","2002","135128.95",""
"Malaysia","2001","136716.761",""
"Malaysia","2000","126603.175",""
"Malaysia","1999","107934.478",""
"Malaysia","1998","114186.713",""
"Malaysia","1997","124821.013",""
"Malaysia","1996","125374.73",""
"Malaysia","1995","121132.011",""
"Malaysia","1994","94010.879",""
"Malaysia","1993","91722.671",""
"Malaysia","1992","75298.178",""
"Malaysia","1991","68591.235",""
"Malaysia","1990","56592.811",""
"Maldives","2011","1103.767",""
"Maldives","2010","1074.431",""
"Maldives","2009","1067.097",""
"Maldives","2008","1008.425",""
"Maldives","2007","916.75",""
"Maldives","2006","887.414",""
"Maldives","2005","700.397",""
"Maldives","2004","777.404",""
"Maldives","2003","597.721",""
"Maldives","2002","689.396",""
"Maldives","2001","575.719",""
"Maldives","2000","498.712",""
"Maldives","1999","465.709",""
"Maldives","1998","333.697",""
"Maldives","1997","366.7",""
"Maldives","1996","319.029",""
"Maldives","1995","275.025",""
"Maldives","1994","220.02",""
"Maldives","1993","216.353",""
"Maldives","1992","253.023",""
"Maldives","1991","172.349",""
"Maldives","1990","154.014",""
"Mali","2011","1250.447",""
"Mali","2010","1235.779",""
"Mali","2009","1147.771",""
"Mali","2008","1070.764",""
"Mali","2007","1008.425",""
"Mali","2006","942.419",""
"Mali","2005","898.415",""
"Mali","2004","876.413",""
"Mali","2003","843.41",""
"Mali","2002","847.077",""
"Mali","2001","828.742",""
"Mali","2000","821.408",""
"Mali","1999","795.739",""
"Mali","1998","762.736",""
"Mali","1997","524.381",""
"Mali","1996","487.711",""
"Mali","1995","469.376",""
"Mali","1994","462.042",""
"Mali","1993","454.708",""
"Mali","1992","443.707",""
"Mali","1991","436.373",""
"Mali","1990","421.705",""
"Malta","2011","2511.895",""
"Malta","2010","2618.238",""
"Malta","2009","2390.884",""
"Malta","2008","2559.566",""
"Malta","2007","2724.581",""
"Malta","2006","2574.234",""
"Malta","2005","2698.912",""
"Malta","2004","2574.234",""
"Malta","2003","2581.568",""
"Malta","2002","2299.209",""
"Malta","2001","2486.226",""
"Malta","2000","2064.521",""
"Malta","1999","2346.88",""
"Malta","1998","2145.195",""
"Malta","1997","2522.896",""
"Malta","1996","2247.871",""
"Malta","1995","2126.86",""
"Malta","1994","2438.555",""
"Malta","1993","2669.576",""
"Malta","1992","2042.519",""
"Malta","1991","2075.522",""
"Malta","1990","2178.198",""
"Marshall Islands","2011","102.676",""
"Marshall Islands","2010","102.676",""
"Marshall Islands","2009","102.676",""
"Marshall Islands","2008","99.009",""
"Marshall Islands","2007","99.009",""
"Marshall Islands","2006","91.675",""
"Marshall Islands","2005","84.341",""
"Marshall Islands","2004","88.008",""
"Marshall Islands","2003","84.341",""
"Marshall Islands","2002","84.341",""
"Marshall Islands","2001","80.674",""
"Marshall Islands","2000","77.007",""
"Marshall Islands","1999","66.006",""
"Marshall Islands","1998","69.673",""
"Marshall Islands","1997","66.006",""
"Marshall Islands","1996","66.006",""
"Marshall Islands","1995","66.006",""
"Marshall Islands","1994","66.006",""
"Marshall Islands","1993","62.339",""
"Marshall Islands","1992","55.005",""
"Marshall Islands","1991","51.338",""
"Marshall Islands","1990","47.671",""
"Martinique","2011","2449.556",""
"Martinique","2010","2266.206",""
"Martinique","2009","2269.873",""
"Martinique","2008","2126.86",""
"Martinique","2007","2148.862",""
"Martinique","2006","2365.215",""
"Martinique","2005","2478.892",""
"Martinique","2004","2394.551",""
"Martinique","2003","2269.873",""
"Martinique","2002","2068.188",""
"Martinique","2001","2112.192",""
"Martinique","2000","2119.526",""
"Martinique","1999","2082.856",""
"Martinique","1998","2071.855",""
"Martinique","1997","2031.518",""
"Martinique","1996","2024.184",""
"Martinique","1995","2038.852",""
"Martinique","1994","2038.852",""
"Martinique","1993","2016.85",""
"Martinique","1992","2046.186",""
"Martinique","1991","1840.834",""
"Martinique","1990","2068.188",""
"Mauritania","2011","2310.21",""
"Mauritania","2010","2137.861",""
"Mauritania","2009","2130.527",""
"Mauritania","2008","1936.176",""
"Mauritania","2007","1844.501",""
"Mauritania","2006","1609.813",""
"Mauritania","2005","1587.811",""
"Mauritania","2004","1536.473",""
"Mauritania","2003","1389.793",""
"Mauritania","2002","1353.123",""
"Mauritania","2001","1283.45",""
"Mauritania","2000","1173.44",""
"Mauritania","1999","1133.103",""
"Mauritania","1998","1063.43",""
"Mauritania","1997","2959.269",""
"Mauritania","1996","2973.937",""
"Mauritania","1995","2966.603",""
"Mauritania","1994","3120.617",""
"Mauritania","1993","2959.269",""
"Mauritania","1992","2940.934",""
"Mauritania","1991","2750.25",""
"Mauritania","1990","2665.909",""
"Mauritius","2011","3916.356",""
"Mauritius","2010","3916.356",""
"Mauritius","2009","3696.336",""
"Mauritius","2008","3769.676",""
"Mauritius","2007","3689.002",""
"Mauritius","2006","3630.33",""
"Mauritius","2005","3296.633",""
"Mauritius","2004","3091.281",""
"Mauritius","2003","3061.945",""
"Mauritius","2002","2885.929",""
"Mauritius","2001","2863.927",""
"Mauritius","2000","2691.578",""
"Mauritius","1999","2427.554",""
"Mauritius","1998","2170.864",""
"Mauritius","1997","1998.515",""
"Mauritius","1996","1950.844",""
"Mauritius","1995","1829.833",""
"Mauritius","1994","1624.481",""
"Mauritius","1993","1774.828",""
"Mauritius","1992","1708.822",""
"Mauritius","1991","1521.805",""
"Mauritius","1990","1463.133",""
"Mexico","2011","466548.743",""
"Mexico","2010","445063.79",""
"Mexico","2009","450575.291",""
"Mexico","2008","474491.465",""
"Mexico","2007","458866.378",""
"Mexico","2006","445291.144",""
"Mexico","2005","435437.915",""
"Mexico","2004","411767.43",""
"Mexico","2003","405918.565",""
"Mexico","2002","391859.287",""
"Mexico","2001","395636.297",""
"Mexico","2000","382508.437",""
"Mexico","1999","382607.446",""
"Mexico","1998","374063.336",""
"Mexico","1997","359046.971",""
"Mexico","1996","341482.041",""
"Mexico","1995","328291.842",""
"Mexico","1994","348133.979",""
"Mexico","1993","330448.038",""
"Mexico","1992","328698.879",""
"Mexico","1991","326374.001",""
"Mexico","1990","314291.236",""
"Micronesia, Federated States of","2011","128.345",""
"Micronesia, Federated States of","2010","121.011",""
"Micronesia, Federated States of","2009","168.682",""
"Micronesia, Federated States of","2008","121.011",""
"Micronesia, Federated States of","2007","143.013",""
"Micronesia, Federated States of","2006","124.678",""
"Micronesia, Federated States of","2005","121.011",""
"Micronesia, Federated States of","2004","146.68",""
"Micronesia, Federated States of","2003","146.68",""
"Micronesia, Federated States of","2002","146.68",""
"Micronesia, Federated States of","2001","176.016",""
"Micronesia, Federated States of","2000","135.679",""
"Micronesia, Federated States of","1999","117.344",""
"Micronesia, Federated States of","1998","80.674",""
"Micronesia, Federated States of","1997","77.007",""
"Mongolia","2011","19079.401",""
"Mongolia","2010","11510.713",""
"Mongolia","2009","11052.338",""
"Mongolia","2008","10029.245",""
"Mongolia","2007","10091.584",""
"Mongolia","2006","9497.53",""
"Mongolia","2005","8646.786",""
"Mongolia","2004","8551.444",""
"Mongolia","2003","8034.397",""
"Mongolia","2002","8287.42",""
"Mongolia","2001","7884.05",""
"Mongolia","2000","7506.349",""
"Mongolia","1999","7554.02",""
"Mongolia","1998","7708.034",""
"Mongolia","1997","7711.701",""
"Mongolia","1996","8041.731",""
"Mongolia","1995","7924.387",""
"Mongolia","1994","7961.057",""
"Mongolia","1993","9314.18",""
"Mongolia","1992","11078.007",""
"Mongolia","1991","12207.443",""
"Mongolia","1990","10043.913",""
"Montenegro","2011","2570.567",""
"Montenegro","2010","2581.568",""
"Montenegro","2009","1826.166",""
"Montenegro","2008","2750.25",""
"Montenegro","2007","2251.538",""
"Montenegro","2006","2383.55",""
"Montserrat","2011","80.674",""
"Montserrat","2010","77.007",""
"Montserrat","2009","77.007",""
"Montserrat","2008","77.007",""
"Montserrat","2007","77.007",""
"Montserrat","2006","77.007",""
"Montserrat","2005","69.673",""
"Montserrat","2004","69.673",""
"Montserrat","2003","69.673",""
"Montserrat","2002","66.006",""
"Montserrat","2001","58.672",""
"Montserrat","2000","55.005",""
"Montserrat","1999","47.671",""
"Montserrat","1998","51.338",""
"Montserrat","1997","51.338",""
"Montserrat","1996","47.671",""
"Montserrat","1995","47.671",""
"Montserrat","1994","47.671",""
"Montserrat","1993","40.337",""
"Montserrat","1992","40.337",""
"Montserrat","1991","36.67",""
"Montserrat","1990","40.337",""
"Morocco","2011","56537.806",""
"Morocco","2010","55958.42",""
"Morocco","2009","52482.104",""
"Morocco","2008","52900.142",""
"Morocco","2007","50267.236",""
"Morocco","2006","47425.311",""
"Morocco","2005","45771.494",""
"Morocco","2004","43310.937",""
"Morocco","2003","37561.081",""
"Morocco","2002","38254.144",""
"Morocco","2001","37715.095",""
"Morocco","2000","33905.082",""
"Morocco","1999","33153.347",""
"Morocco","1998","32038.579",""
"Morocco","1997","31862.563",""
"Morocco","1996","31195.169",""
"Morocco","1995","30373.761",""
"Morocco","1994","29640.361",""
"Morocco","1993","28217.565",""
"Morocco","1992","26039.367",""
"Morocco","1991","24975.937",""
"Morocco","1990","23542.14",""
"Mozambique","2011","3281.965",""
"Mozambique","2010","2874.928",""
"Mozambique","2009","2570.567",""
"Mozambique","2008","2339.546",""
"Mozambique","2007","2390.884",""
"Mozambique","2006","1980.18",""
"Mozambique","2005","1822.499",""
"Mozambique","2004","1921.508",""
"Mozambique","2003","1917.841",""
"Mozambique","2002","1587.811",""
"Mozambique","2001","1580.477",""
"Mozambique","2000","1349.456",""
"Mozambique","1999","1188.108",""
"Mozambique","1998","1133.103",""
"Mozambique","1997","1125.769",""
"Mozambique","1996","1041.428",""
"Mozambique","1995","1111.101",""
"Mozambique","1994","1070.764",""
"Mozambique","1993","1078.098",""
"Mozambique","1992","1001.091",""
"Mozambique","1991","1026.76",""
"Mozambique","1990","1001.091",""
"Myanmar","2011","10439.949",""
"Myanmar","2010","8987.817",""
"Myanmar","2009","10388.611",""
"Myanmar","2008","9028.154",""
"Myanmar","2007","12636.482",""
"Myanmar","2006","12610.813",""
"Myanmar","2005","11613.389",""
"Myanmar","2004","12434.797",""
"Myanmar","2003","9845.895",""
"Myanmar","2002","9207.837",""
"Myanmar","2001","8723.793",""
"Myanmar","2000","10087.917",""
"Myanmar","1999","8969.482",""
"Myanmar","1998","8078.401",""
"Myanmar","1997","7499.015",""
"Myanmar","1996","7256.993",""
"Myanmar","1995","6959.966",""
"Myanmar","1994","6244.901",""
"Myanmar","1993","5342.819",""
"Myanmar","1992","4888.111",""
"Myanmar","1991","4180.38",""
"Myanmar","1990","4275.722",""
"Namibia","2011","2775.919",""
"Namibia","2010","3179.289",""
"Namibia","2009","3182.956",""
"Namibia","2008","3578.992",""
"Namibia","2007","2409.219",""
"Namibia","2006","2328.545",""
"Namibia","2005","2310.21",""
"Namibia","2004","1961.845",""
"Namibia","2003","1873.837",""
"Namibia","2002","1760.16",""
"Namibia","2001","2016.85",""
"Namibia","2000","1642.816",""
"Namibia","1999","1664.818",""
"Namibia","1998","1906.84",""
"Namibia","1997","1796.83",""
"Namibia","1996","1749.159",""
"Namibia","1995","1631.815",""
"Namibia","1994","1320.12",""
"Namibia","1993","1151.438",""
"Namibia","1992","1122.102",""
"Namibia","1991","1015.759",""
"Namibia","1990","25.669",""
"Nauru","2011","51.338",""
"Nauru","2010","55.005",""
"Nauru","2009","51.338",""
"Nauru","2008","55.005",""
"Nauru","2007","55.005",""
"Nauru","2006","55.005",""
"Nauru","2005","88.008",""
"Nauru","2004","80.674",""
"Nauru","2003","84.341",""
"Nauru","2002","91.675",""
"Nauru","2001","95.342",""
"Nauru","2000","102.676",""
"Nauru","1999","110.01",""
"Nauru","1998","117.344",""
"Nauru","1997","121.011",""
"Nauru","1996","121.011",""
"Nauru","1995","128.345",""
"Nauru","1994","132.012",""
"Nauru","1993","139.346",""
"Nauru","1992","143.013",""
"Nauru","1991","154.014",""
"Nauru","1990","157.681",""
"Nepal","2011","4334.394",""
"Nepal","2010","4330.727",""
"Nepal","2009","3619.329",""
"Nepal","2008","3014.274",""
"Nepal","2007","2739.249",""
"Nepal","2006","2662.242",""
"Nepal","2005","3241.628",""
"Nepal","2004","2768.585",""
"Nepal","2003","2951.935",""
"Nepal","2002","2709.913",""
"Nepal","2001","3454.314",""
"Nepal","2000","3234.294",""
"Nepal","1999","3219.626",""
